Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
ValidationsForm,Firefox 66.0,,,2019-07-12 20:42:07,2019-07-12 20:43:00,52.500s,INCOMPLETE
,,,,,,,
Test Cases/SET_UP_BROWSER/launch_browser,Firefox 66.0,,,2019-07-12 20:42:08,2019-07-12 20:42:27,18.861s,PASSED
openBrowser(BASE_URL),Firefox 66.0,,,2019-07-12 20:42:09,2019-07-12 20:42:27,17.420s,PASSED
maximizeWindow(),Firefox 66.0,,,2019-07-12 20:42:27,2019-07-12 20:42:27,0.576s,PASSED
,,,,,,,
Test Cases/SIGN_UP/access_sign_up,Firefox 66.0,,,2019-07-12 20:42:27,2019-07-12 20:42:32,5.003s,PASSED
"callTestCase(findTestCase(""LOG_IN/access_log_in""), [:], STOP_ON_FAILURE)",Firefox 66.0,,,2019-07-12 20:42:28,2019-07-12 20:42:30,2.009s,PASSED
"click(findTestObject(""LOG_IN/button_sign-up""))",Firefox 66.0,,,2019-07-12 20:42:30,2019-07-12 20:42:31,0.982s,PASSED
"verifyElementVisible(findTestObject(""GLOBAL/title_h1"", [""txtTitle"":""Beneficios de Registrarse""]))",Firefox 66.0,,,2019-07-12 20:42:31,2019-07-12 20:42:32,0.811s,PASSED
,,,,,,,
Test Cases/SIGN_UP/email_format,Firefox 66.0,,,2019-07-12 20:42:32,2019-07-12 20:42:39,7.050s,PASSED
"callTestCase(findTestCase(""SIGN_UP/prepare_form""), [:], STOP_ON_FAILURE)",Firefox 66.0,,,2019-07-12 20:42:33,2019-07-12 20:42:38,4.694s,PASSED
"verifyElementClickable(findTestObject(""SIGN_UP/button_accept""))",Firefox 66.0,,,2019-07-12 20:42:38,2019-07-12 20:42:38,0.109s,PASSED
"setText(findTestObject(""SIGN_UP/input_email""), ""iart6yopmail.com"")",Firefox 66.0,,,2019-07-12 20:42:38,2019-07-12 20:42:38,0.423s,PASSED
"click(findTestObject(""SIGN_UP/button_accept""))",Firefox 66.0,,,2019-07-12 20:42:38,2019-07-12 20:42:39,0.561s,PASSED
"verifyMatch(xpath(""//label[@class=""error""]"")).getText(), ""Ingresa un email válido"", false)",Firefox 66.0,,,2019-07-12 20:42:39,2019-07-12 20:42:39,0.271s,PASSED
,,,,,,,
Test Cases/SIGN_UP/registered_user,Firefox 66.0,,,2019-07-12 20:42:39,2019-07-12 20:42:49,9.977s,PASSED
"callTestCase(findTestCase(""SIGN_UP/prepare_form""), [:], STOP_ON_FAILURE)",Firefox 66.0,,,2019-07-12 20:42:40,2019-07-12 20:42:44,4.215s,PASSED
"verifyElementClickable(findTestObject(""SIGN_UP/button_accept""))",Firefox 66.0,,,2019-07-12 20:42:44,2019-07-12 20:42:44,0.066s,PASSED
"setText(findTestObject(""SIGN_UP/input_email""), ""iart60910@yopmail.com"")",Firefox 66.0,,,2019-07-12 20:42:44,2019-07-12 20:42:44,0.329s,PASSED
"setEncryptedText(findTestObject(""SIGN_UP/input_password""), ""cNkTP62zox2sjTkN4QiJDw=="")",Firefox 66.0,,,2019-07-12 20:42:44,2019-07-12 20:42:45,0.285s,PASSED
"setText(findTestObject(""SIGN_UP/input_name""), ""IAN"")",Firefox 66.0,,,2019-07-12 20:42:45,2019-07-12 20:42:45,0.166s,PASSED
