Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
ValidationsForm,Firefox 66.0,,,2019-07-12 17:36:58,2019-07-12 17:37:52,54.333s,INCOMPLETE
,,,,,,,
Test Cases/SET_UP_BROWSER/launch_browser,Firefox 66.0,,,2019-07-12 17:36:59,2019-07-12 17:37:14,15.041s,PASSED
openBrowser(BASE_URL),Firefox 66.0,,,2019-07-12 17:36:59,2019-07-12 17:37:13,13.775s,PASSED
maximizeWindow(),Firefox 66.0,,,2019-07-12 17:37:13,2019-07-12 17:37:14,0.676s,PASSED
,,,,,,,
Test Cases/SIGN_UP/access_sign_up,Firefox 66.0,,,2019-07-12 17:37:14,2019-07-12 17:37:19,5.302s,PASSED
"callTestCase(findTestCase(""LOG_IN/access_log_in""), [:], STOP_ON_FAILURE)",Firefox 66.0,,,2019-07-12 17:37:15,2019-07-12 17:37:17,1.967s,PASSED
"click(findTestObject(""LOG_IN/button_sign-up""))",Firefox 66.0,,,2019-07-12 17:37:17,2019-07-12 17:37:18,1.290s,PASSED
"verifyElementVisible(findTestObject(""GLOBAL/title_h1"", [""txtTitle"":""Beneficios de Registrarse""]))",Firefox 66.0,,,2019-07-12 17:37:18,2019-07-12 17:37:19,0.808s,PASSED
,,,,,,,
Test Cases/SIGN_UP/email_format,Firefox 66.0,,,2019-07-12 17:37:19,2019-07-12 17:37:28,8.629s,PASSED
"callTestCase(findTestCase(""SIGN_UP/prepare_form""), [:], STOP_ON_FAILURE)",Firefox 66.0,,,2019-07-12 17:37:20,2019-07-12 17:37:27,6.786s,PASSED
"verifyElementClickable(findTestObject(""SIGN_UP/button_accept""))",Firefox 66.0,,,2019-07-12 17:37:27,2019-07-12 17:37:27,0.076s,PASSED
"setText(findTestObject(""SIGN_UP/input_email""), ""iart6yopmail.com"")",Firefox 66.0,,,2019-07-12 17:37:27,2019-07-12 17:37:27,0.397s,PASSED
"click(findTestObject(""SIGN_UP/button_accept""))",Firefox 66.0,,,2019-07-12 17:37:27,2019-07-12 17:37:28,0.450s,PASSED
"verifyMatch(xpath(""//label[@class=""error""]"")).getText(), ""Ingresa un email válido"", false)",Firefox 66.0,,,2019-07-12 17:37:28,2019-07-12 17:37:28,0.143s,PASSED
,,,,,,,
Test Cases/SIGN_UP/registered_user,Firefox 66.0,,,2019-07-12 17:37:28,2019-07-12 17:37:41,12.953s,PASSED
"callTestCase(findTestCase(""SIGN_UP/prepare_form""), [:], STOP_ON_FAILURE)",Firefox 66.0,,,2019-07-12 17:37:28,2019-07-12 17:37:35,6.229s,PASSED
"verifyElementClickable(findTestObject(""SIGN_UP/button_accept""))",Firefox 66.0,,,2019-07-12 17:37:35,2019-07-12 17:37:35,0.061s,PASSED
