Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
SuccessSignUp,Firefox 66.0,,,2019-07-10 20:30:40,2019-07-10 20:31:21,41.583s,INCOMPLETE
,,,,,,,
Test Cases/SET_UP_BROWSER/launch_browser,Firefox 66.0,,,2019-07-10 20:30:41,2019-07-10 20:31:01,20.088s,PASSED
openBrowser(BASE_URL),Firefox 66.0,,,2019-07-10 20:30:42,2019-07-10 20:31:00,18.582s,PASSED
maximizeWindow(),Firefox 66.0,,,2019-07-10 20:31:00,2019-07-10 20:31:01,0.635s,PASSED
,,,,,,,
Test Cases/LOG_IN/access_log_in,Firefox 66.0,,,2019-07-10 20:31:01,2019-07-10 20:31:06,4.639s,PASSED
"click(findTestObject(""HOME_PAGE/Header/button_login""))",Firefox 66.0,,,2019-07-10 20:31:02,2019-07-10 20:31:05,2.414s,PASSED
"waitForElementVisible(findTestObject(""LOG_IN/iframe_log-in""), 3)",Firefox 66.0,,,2019-07-10 20:31:05,2019-07-10 20:31:06,0.832s,PASSED
,,,,,,,
Test Cases/SIGN_UP/access_sign_up,Firefox 66.0,,,2019-07-10 20:31:06,2019-07-10 20:31:10,4.102s,PASSED
"click(findTestObject(""LOG_IN/button_sign-up""))",Firefox 66.0,,,2019-07-10 20:31:06,2019-07-10 20:31:08,1.837s,PASSED
"verifyElementVisible(findTestObject(""GLOBAL/title_h1"", [""txtTitle"":""Beneficios de Registrarse""]))",Firefox 66.0,,,2019-07-10 20:31:08,2019-07-10 20:31:10,1.423s,PASSED
,,,,,,,
Test Cases/SIGN_UP/success_sing_up,Firefox 66.0,,,2019-07-10 20:31:10,2019-07-10 20:31:17,7.077s,PASSED
random = new java.util.Random(),Firefox 66.0,,,2019-07-10 20:31:11,2019-07-10 20:31:11,0.039s,PASSED
rand = random.nextInt(100),Firefox 66.0,,,2019-07-10 20:31:11,2019-07-10 20:31:11,0.013s,PASSED
"verifyElementClickable(findTestObject(""SIGN_UP/button_accept""))",Firefox 66.0,,,2019-07-10 20:31:11,2019-07-10 20:31:11,0.285s,PASSED
"setText(findTestObject(""SIGN_UP/input_email""), ""iart"" + rand + ""@yopmail.com"")",Firefox 66.0,,,2019-07-10 20:31:11,2019-07-10 20:31:11,0.493s,PASSED
"setEncryptedText(findTestObject(""SIGN_UP/input_password""), ""cNkTP62zox2sjTkN4QiJDw=="")",Firefox 66.0,,,2019-07-10 20:31:11,2019-07-10 20:31:12,0.664s,PASSED
"setText(findTestObject(""SIGN_UP/input_name""), ""IAN"")",Firefox 66.0,,,2019-07-10 20:31:12,2019-07-10 20:31:12,0.192s,PASSED
"setText(findTestObject(""SIGN_UP/input_last-name""), ""ROMERO"")",Firefox 66.0,,,2019-07-10 20:31:12,2019-07-10 20:31:13,0.170s,PASSED
"setText(findTestObject(""SIGN_UP/input_second-last-name""), ""TORRES"")",Firefox 66.0,,,2019-07-10 20:31:13,2019-07-10 20:31:13,0.137s,PASSED
"selectOptionByLabel(findTestObject(""SIGN_UP/select_day""), ""27"", false)",Firefox 66.0,,,2019-07-10 20:31:13,2019-07-10 20:31:13,0.471s,PASSED
"selectOptionByValue(findTestObject(""SIGN_UP/select_month""), ""6"", false)",Firefox 66.0,,,2019-07-10 20:31:13,2019-07-10 20:31:14,0.424s,PASSED
"selectOptionByLabel(findTestObject(""SIGN_UP/select_year""), ""1998"", false)",Firefox 66.0,,,2019-07-10 20:31:14,2019-07-10 20:31:14,0.372s,PASSED
"click(findTestObject(""SIGN_UP/radio_male""))",Firefox 66.0,,,2019-07-10 20:31:14,2019-07-10 20:31:14,0.321s,PASSED
"click(findTestObject(""SIGN_UP/button_accept""))",Firefox 66.0,,,2019-07-10 20:31:14,2019-07-10 20:31:16,1.917s,PASSED
"verifyElementText(findTestObject(""LOG_IN/select_profile""), ""IAN"")",Firefox 66.0,,,2019-07-10 20:31:16,2019-07-10 20:31:17,0.593s,PASSED
,,,,,,,
Test Cases/SET_UP_BROWSER/close_browser,Firefox 66.0,,,2019-07-10 20:31:17,2019-07-10 20:31:21,4.519s,PASSED
closeBrowser(),Firefox 66.0,,,2019-07-10 20:31:17,2019-07-10 20:31:21,3.818s,PASSED
