Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
ValidationsForm,Firefox 66.0,,,2019-07-12 20:38:30,2019-07-12 20:39:37,1m - 6.778s,INCOMPLETE
,,,,,,,
Test Cases/SET_UP_BROWSER/launch_browser,Firefox 66.0,,,2019-07-12 20:38:31,2019-07-12 20:38:57,25.923s,PASSED
openBrowser(BASE_URL),Firefox 66.0,,,2019-07-12 20:38:32,2019-07-12 20:38:56,24.954s,PASSED
maximizeWindow(),Firefox 66.0,,,2019-07-12 20:38:56,2019-07-12 20:38:57,0.380s,PASSED
,,,,,,,
Test Cases/SIGN_UP/access_sign_up,Firefox 66.0,,,2019-07-12 20:38:57,2019-07-12 20:39:04,7.545s,PASSED
"callTestCase(findTestCase(""LOG_IN/access_log_in""), [:], STOP_ON_FAILURE)",Firefox 66.0,,,2019-07-12 20:38:58,2019-07-12 20:39:03,4.681s,PASSED
"click(findTestObject(""LOG_IN/button_sign-up""))",Firefox 66.0,,,2019-07-12 20:39:03,2019-07-12 20:39:04,1.240s,PASSED
"verifyElementVisible(findTestObject(""GLOBAL/title_h1"", [""txtTitle"":""Beneficios de Registrarse""]))",Firefox 66.0,,,2019-07-12 20:39:04,2019-07-12 20:39:04,0.384s,PASSED
,,,,,,,
Test Cases/SIGN_UP/email_format,Firefox 66.0,,,2019-07-12 20:39:04,2019-07-12 20:39:13,8.857s,PASSED
"callTestCase(findTestCase(""SIGN_UP/prepare_form""), [:], STOP_ON_FAILURE)",Firefox 66.0,,,2019-07-12 20:39:05,2019-07-12 20:39:12,6.923s,PASSED
"verifyElementClickable(findTestObject(""SIGN_UP/button_accept""))",Firefox 66.0,,,2019-07-12 20:39:12,2019-07-12 20:39:12,0.089s,PASSED
"setText(findTestObject(""SIGN_UP/input_email""), ""iart6yopmail.com"")",Firefox 66.0,,,2019-07-12 20:39:12,2019-07-12 20:39:13,0.533s,PASSED
"click(findTestObject(""SIGN_UP/button_accept""))",Firefox 66.0,,,2019-07-12 20:39:13,2019-07-12 20:39:13,0.516s,PASSED
"verifyMatch(xpath(""//label[@class=""error""]"")).getText(), ""Ingresa un email válido"", false)",Firefox 66.0,,,2019-07-12 20:39:13,2019-07-12 20:39:13,0.204s,PASSED
,,,,,,,
Test Cases/SIGN_UP/registered_user,Firefox 66.0,,,2019-07-12 20:39:13,2019-07-12 20:39:25,11.883s,PASSED
"callTestCase(findTestCase(""SIGN_UP/prepare_form""), [:], STOP_ON_FAILURE)",Firefox 66.0,,,2019-07-12 20:39:14,2019-07-12 20:39:20,6.232s,PASSED
"verifyElementClickable(findTestObject(""SIGN_UP/button_accept""))",Firefox 66.0,,,2019-07-12 20:39:20,2019-07-12 20:39:20,0.052s,PASSED
"setText(findTestObject(""SIGN_UP/input_email""), ""iart60910@yopmail.com"")",Firefox 66.0,,,2019-07-12 20:39:20,2019-07-12 20:39:21,0.327s,PASSED
"setEncryptedText(findTestObject(""SIGN_UP/input_password""), ""cNkTP62zox2sjTkN4QiJDw=="")",Firefox 66.0,,,2019-07-12 20:39:21,2019-07-12 20:39:21,0.318s,PASSED
"setText(findTestObject(""SIGN_UP/input_name""), ""IAN"")",Firefox 66.0,,,2019-07-12 20:39:21,2019-07-12 20:39:21,0.196s,PASSED
"setText(findTestObject(""SIGN_UP/input_last-name""), ""ROMERO"")",Firefox 66.0,,,2019-07-12 20:39:21,2019-07-12 20:39:21,0.175s,PASSED
"setText(findTestObject(""SIGN_UP/input_second-last-name""), ""TORRES"")",Firefox 66.0,,,2019-07-12 20:39:21,2019-07-12 20:39:21,0.240s,PASSED
"selectOptionByLabel(findTestObject(""SIGN_UP/select_day""), ""27"", false)",Firefox 66.0,,,2019-07-12 20:39:21,2019-07-12 20:39:22,0.490s,PASSED
"selectOptionByValue(findTestObject(""SIGN_UP/select_month""), ""6"", false)",Firefox 66.0,,,2019-07-12 20:39:22,2019-07-12 20:39:22,0.399s,PASSED
"selectOptionByLabel(findTestObject(""SIGN_UP/select_year""), ""1998"", false)",Firefox 66.0,,,2019-07-12 20:39:22,2019-07-12 20:39:23,0.365s,PASSED
"click(findTestObject(""SIGN_UP/radio_male""))",Firefox 66.0,,,2019-07-12 20:39:23,2019-07-12 20:39:23,0.327s,PASSED
"click(findTestObject(""SIGN_UP/button_accept""))",Firefox 66.0,,,2019-07-12 20:39:23,2019-07-12 20:39:25,2.098s,PASSED
"verifyElementText(findTestObject(""SIGN_UP/txt_alert-error""), ""Esta dirección de Correo Electrónico ya ha sido registrada previamente. Por favor anota una diferente."")",Firefox 66.0,,,2019-07-12 20:39:25,2019-07-12 20:39:25,0.111s,PASSED
,,,,,,,
Test Cases/SIGN_UP/empty_form,Firefox 66.0,,,2019-07-12 20:39:25,2019-07-12 20:39:33,7.527s,PASSED
"callTestCase(findTestCase(""SIGN_UP/prepare_form""), [:], STOP_ON_FAILURE)",Firefox 66.0,,,2019-07-12 20:39:26,2019-07-12 20:39:32,5.868s,PASSED
"verifyElementClickable(findTestObject(""SIGN_UP/button_accept""))",Firefox 66.0,,,2019-07-12 20:39:32,2019-07-12 20:39:32,0.105s,PASSED
"click(findTestObject(""SIGN_UP/button_accept""))",Firefox 66.0,,,2019-07-12 20:39:32,2019-07-12 20:39:33,0.606s,PASSED
"for (def e : getWebDriver().findElements(By.xpath(""//label[@class=""error""]"")))",Firefox 66.0,,,2019-07-12 20:39:33,2019-07-12 20:39:33,0.134s,PASSED
"for ([x = 0, x <= requiredFields.size() - 1, (x++)])",Firefox 66.0,,,2019-07-12 20:39:33,2019-07-12 20:39:33,0.041s,PASSED
"verifyEqual(flagFail, false)",Firefox 66.0,,,2019-07-12 20:39:33,2019-07-12 20:39:33,0.016s,PASSED
,,,,,,,
Test Cases/SET_UP_BROWSER/close_browser,Firefox 66.0,,,2019-07-12 20:39:33,2019-07-12 20:39:37,4.224s,PASSED
closeBrowser(),Firefox 66.0,,,2019-07-12 20:39:33,2019-07-12 20:39:37,3.826s,PASSED
